"sex","age","race","education","state","division","region","ideology","party.id","vote.2008","obama","romney","other","state.last.vote.share"
"male","18-29","white","high school graduate","MO","WNC","MW","conservative","independent/other","other",0,1,1,0.4993
"male","18-29","black","college graduate","PA","MA","NE","moderate","republican","democrat",2,0,0,0.5523
"female","30-44","white","college graduate","OH","ENC","MW","liberal","democrat","democrat",6,0,0,0.5233
"male","30-44","white","college graduate","AR","WSC","S","conservative","independent/other","republican",0,7,0,0.3983
"male","18-29","white","some college","TX","WSC","S","liberal","independent/other","democrat",19,0,0,0.4406
"male","30-44","white","high school graduate","KY","ESC","S","moderate","democrat","democrat",5,0,0,0.4177
"male","18-29","white","college graduate","AR","WSC","S","liberal","independent/other","democrat",2,0,0,0.3983
"male","18-29","white","college graduate","MO","WNC","MW","moderate","independent/other","republican",0,7,3,0.4993
"male","18-29","hispanic","some college","IL","ENC","MW","liberal","independent/other","democrat",4,0,1,0.6273
"male","18-29","white","less than high school","IN","ENC","MW","moderate","independent/other","did not vote in 2008",3,2,2,0.5052
"male","30-44","white","college graduate","NY","MA","NE","moderate","democrat","democrat",8,1,0,0.6358
"male","30-44","white","college graduate","CT","NE","NE","conservative","independent/other","other",1,0,0,0.6132
"male","18-29","white","high school graduate","SC","SA","S","conservative","republican","did not vote in 2008",0,9,1,0.4546
"male","18-29","white","college graduate","TX","WSC","S","liberal","independent/other","other",0,1,2,0.4406
"male","18-29","hispanic","less than high school","AL","ESC","S","moderate","democrat","democrat",0,1,0,0.3911
"male","30-44","white","some college","WI","ENC","MW","moderate","independent/other","republican",0,3,0,0.5706
"male","30-44","white","college graduate","AL","ESC","S","conservative","independent/other","did not vote in 2008",0,3,0,0.3911
"female","45-64","white","some college","AZ","M","W","liberal","democrat","democrat",1,0,0,0.4569
"male","18-29","white","some college","AZ","M","W","moderate","democrat","democrat",7,0,0,0.4569
"female","18-29","white","high school graduate","ID","M","W","liberal","democrat","democrat",2,0,0,0.3698
"male","18-29","white","some college","NV","M","W","liberal","democrat","democrat",6,0,0,0.5639
"female","18-29","white","high school graduate","WA","P","W","liberal","independent/other","did not vote in 2008",1,0,0,0.5875
"male","65+","white","less than high school","AL","ESC","S","conservative","independent/other","did not vote in 2008",0,1,0,0.3911
"male","18-29","white","high school graduate","WV","SA","S","moderate","independent/other","did not vote in 2008",0,1,0,0.4333
"male","65+","white","college graduate","FL","SA","S","conservative","republican","republican",0,3,0,0.5142
"female","30-44","black","college graduate","TX","WSC","S","moderate","independent/other","democrat",3,0,0,0.4406
"male","18-29","black","college graduate","GA","SA","S","liberal","democrat","democrat",9,0,0,0.4737
"female","45-64","black","less than high school","MD","MA","S","liberal","democrat","democrat",4,0,0,0.6293
"male","18-29","white","high school graduate","UT","M","W","liberal","independent/other","democrat",5,0,0,0.3547
"male","30-44","hispanic","some college","PA","MA","NE","moderate","independent/other","republican",0,2,0,0.5523
"male","30-44","white","some college","ND","WNC","MW","conservative","republican","republican",0,11,0,0.4557
"male","18-29","black","high school graduate","OH","ENC","MW","moderate","democrat","did not vote in 2008",5,0,1,0.5233
"male","30-44","white","college graduate","VA","SA","S","moderate","republican","republican",2,17,0,0.5318
"male","30-44","white","college graduate","MO","WNC","MW","moderate","independent/other","republican",0,8,2,0.4993
"male","18-29","white","some college","MO","WNC","MW","moderate","independent/other","democrat",11,0,0,0.4993
"male","18-29","white","some college","OH","ENC","MW","moderate","independent/other","democrat",19,7,7,0.5233
"male","18-29","white","some college","AL","ESC","S","conservative","independent/other","did not vote in 2008",0,5,0,0.3911
"female","18-29","white","less than high school","OH","ENC","MW","liberal","democrat","did not vote in 2008",1,0,0,0.5233
"male","18-29","white","college graduate","HI","P","W","conservative","independent/other","republican",0,6,0,0.7299
"female","18-29","white","high school graduate","OK","WSC","S","liberal","independent/other","did not vote in 2008",1,0,0,0.3435
"male","18-29","white","high school graduate","NC","SA","S","liberal","democrat","did not vote in 2008",18,0,0,0.5017
"male","18-29","white","some college","AR","WSC","S","liberal","independent/other","did not vote in 2008",2,0,1,0.3983
"male","30-44","other","college graduate","TX","WSC","S","moderate","democrat","democrat",2,0,0,0.4406
"male","18-29","white","some college","MA","NE","NE","conservative","republican","did not vote in 2008",0,2,1,0.632
"male","30-44","white","high school graduate","VT","NE","NE","moderate","democrat","democrat",1,0,0,0.689
"female","30-44","white","college graduate","AR","WSC","S","conservative","republican","republican",0,4,0,0.3983
"male","30-44","white","some college","IL","ENC","MW","liberal","democrat","did not vote in 2008",2,0,0,0.6273
"male","45-64","black","some college","IN","ENC","MW","conservative","independent/other","democrat",1,0,0,0.5052
"male","30-44","black","some college","WA","P","W","liberal","democrat","democrat",1,0,0,0.5875
"male","18-29","black","some college","VA","SA","S","moderate","democrat","democrat",7,0,0,0.5318
"male","30-44","white","some college","VA","SA","S","conservative","republican","democrat",0,3,0,0.5318
"male","30-44","other","some college","OK","WSC","S","conservative","independent/other","other",0,1,0,0.3435
"male","30-44","white","college graduate","NY","MA","NE","moderate","republican","republican",5,10,0,0.6358
"male","30-44","hispanic","some college","TX","WSC","S","liberal","democrat","did not vote in 2008",7,0,0,0.4406
"male","30-44","white","some college","CO","M","W","moderate","republican","republican",0,5,0,0.5455
"male","18-29","white","college graduate","HI","P","W","conservative","republican","did not vote in 2008",0,1,0,0.7299
"male","30-44","white","high school graduate","NJ","MA","NE","moderate","independent/other","did not vote in 2008",0,1,0,0.5786
"male","45-64","white","less than high school","CA","P","W","conservative","independent/other","did not vote in 2008",0,2,0,0.6228
"male","45-64","white","college graduate","CA","P","W","moderate","democrat","democrat",8,0,0,0.6228
"female","30-44","black","high school graduate","CA","P","W","moderate","democrat","democrat",1,5,0,0.6228
"male","30-44","hispanic","college graduate","MO","WNC","MW","liberal","democrat","democrat",1,0,0,0.4993
"female","30-44","white","some college","AZ","M","W","liberal","democrat","democrat",2,0,0,0.4569
"male","18-29","white","college graduate","WV","SA","S","liberal","democrat","did not vote in 2008",2,0,0,0.4333
"male","18-29","black","college graduate","FL","SA","S","liberal","republican","democrat",2,0,0,0.5142
"male","45-64","white","some college","ND","WNC","MW","conservative","republican","republican",0,1,0,0.4557
"male","30-44","white","college graduate","KY","ESC","S","moderate","democrat","democrat",4,0,0,0.4177
"male","30-44","other","college graduate","IL","ENC","MW","conservative","independent/other","republican",0,1,0,0.6273
"male","45-64","white","college graduate","IL","ENC","MW","conservative","independent/other","republican",0,3,0,0.6273
"male","30-44","black","some college","AZ","M","W","liberal","democrat","did not vote in 2008",1,0,0,0.4569
"male","18-29","hispanic","college graduate","NM","M","W","moderate","democrat","democrat",4,0,0,0.5766
"male","30-44","other","high school graduate","ME","NE","NE","moderate","independent/other","democrat",1,0,0,0.5883
"male","18-29","hispanic","some college","IA","WNC","MW","moderate","independent/other","did not vote in 2008",3,0,0,0.5485
"male","18-29","white","some college","NJ","MA","NE","moderate","republican","republican",0,5,0,0.5786
"male","65+","white","some college","VA","SA","S","conservative","republican","republican",0,8,0,0.5318
"male","18-29","white","high school graduate","CO","M","W","moderate","independent/other","democrat",8,1,0,0.5455
"male","30-44","white","some college","WA","P","W","conservative","republican","democrat",2,1,0,0.5875
"female","18-29","white","some college","NH","NE","NE","moderate","democrat","did not vote in 2008",1,0,0,0.5487
"male","18-29","other","high school graduate","OK","WSC","S","conservative","independent/other","republican",0,1,0,0.3435
"male","30-44","other","college graduate","AL","ESC","S","conservative","independent/other","republican",0,1,0,0.3911
"male","30-44","other","some college","IN","ENC","MW","moderate","independent/other","democrat",1,0,0,0.5052
"male","65+","white","college graduate","OR","P","W","conservative","republican","republican",0,2,0,0.5841
"female","30-44","white","less than high school","CO","M","W","moderate","democrat","democrat",1,0,0,0.5455
"male","30-44","white","college graduate","MD","MA","S","moderate","democrat","democrat",7,0,0,0.6293
"male","30-44","hispanic","some college","IN","ENC","MW","conservative","republican","republican",0,1,0,0.5052
"male","18-29","white","some college","IA","WNC","MW","conservative","independent/other","did not vote in 2008",0,9,0,0.5485
"male","30-44","other","high school graduate","FL","SA","S","moderate","democrat","democrat",1,0,0,0.5142
"male","30-44","white","college graduate","ID","M","W","conservative","republican","republican",0,10,0,0.3698
"male","18-29","white","high school graduate","UT","M","W","conservative","independent/other","republican",0,8,0,0.3547
"male","30-44","white","some college","ID","M","W","moderate","independent/other","republican",0,3,0,0.3698
"male","18-29","white","college graduate","NE","WNC","MW","moderate","republican","democrat",0,3,0,0.4239
"male","18-29","black","less than high school","IN","ENC","MW","moderate","democrat","democrat",3,0,0,0.5052
"male","45-64","white","college graduate","GA","SA","S","conservative","republican","republican",0,7,0,0.4737
"male","30-44","white","high school graduate","KS","WNC","MW","conservative","independent/other","republican",0,5,0,0.4239
"male","18-29","hispanic","college graduate","FL","SA","S","conservative","republican","republican",0,8,0,0.5142
"female","30-44","white","some college","CA","P","W","conservative","republican","did not vote in 2008",0,4,0,0.6228
"female","18-29","black","college graduate","GA","SA","S","moderate","democrat","did not vote in 2008",1,0,0,0.4737
"female","18-29","white","college graduate","TX","WSC","S","moderate","democrat","did not vote in 2008",3,0,0,0.4406
"male","18-29","white","college graduate","MI","ENC","MW","conservative","independent/other","other",0,1,0,0.5837
"female","18-29","black","some college","PA","MA","NE","moderate","independent/other","democrat",0,2,0,0.5523
"male","18-29","hispanic","high school graduate","TX","WSC","S","moderate","republican","other",0,1,0,0.4406
"male","18-29","white","college graduate","OR","P","W","conservative","republican","did not vote in 2008",0,6,0,0.5841
"male","18-29","white","some college","WY","M","W","liberal","democrat","democrat",5,0,0,0.3344
"male","18-29","white","college graduate","MI","ENC","MW","moderate","independent/other","democrat",5,4,2,0.5837
"male","18-29","white","college graduate","WA","P","W","conservative","republican","did not vote in 2008",0,9,0,0.5875
